#group,false,false,true,true,false,false,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string
#default,mean,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,target
,,4,2025-11-12T22:22:20.5198164Z,2025-11-12T23:22:20.5198164Z,2025-11-12T23:13:00Z,27,latency_ms,network_metrics,150.171.27.11
,,4,2025-11-12T22:22:20.5198164Z,2025-11-12T23:22:20.5198164Z,2025-11-12T23:14:50Z,26,latency_ms,network_metrics,150.171.27.11
,,4,2025-11-12T22:22:20.5198164Z,2025-11-12T23:22:20.5198164Z,2025-11-12T23:16:50Z,27,latency_ms,network_metrics,150.171.27.11
,,5,2025-11-12T22:22:20.5198164Z,2025-11-12T23:22:20.5198164Z,2025-11-12T22:55:50Z,0,packet_loss_percent,network_metrics,150.171.27.11
,,5,2025-11-12T22:22:20.5198164Z,2025-11-12T23:22:20.5198164Z,2025-11-12T22:57:50Z,0,packet_loss_percent,network_metrics,150.171.27.11
,,5,2025-11-12T22:22:20.5198164Z,2025-11-12T23:22:20.5198164Z,2025-11-12T22:59:40Z,0,packet_loss_percent,network_metrics,150.171.27.11
,,5,2025-11-12T22:22:20.5198164Z,2025-11-12T23:22:20.5198164Z,2025-11-12T23:01:30Z,0,packet_loss_percent,network_metrics,150.171.27.11
,,5,2025-11-12T22:22:20.5198164Z,2025-11-12T23:22:20.5198164Z,2025-11-12T23:03:30Z,0,packet_loss_percent,network_metrics,150.171.27.11
,,5,2025-11-12T22:22:20.5198164Z,2025-11-12T23:22:20.5198164Z,2025-11-12T23:05:20Z,0,packet_loss_percent,network_metrics,150.171.27.11
,,5,2025-11-12T22:22:20.5198164Z,2025-11-12T23:22:20.5198164Z,2025-11-12T23:07:20Z,0,packet_loss_percent,network_metrics,150.171.27.11
,,5,2025-11-12T22:22:20.5198164Z,2025-11-12T23:22:20.5198164Z,2025-11-12T23:09:10Z,0,packet_loss_percent,network_metrics,150.171.27.11
,,5,2025-11-12T22:22:20.5198164Z,2025-11-12T23:22:20.5198164Z,2025-11-12T23:11:10Z,0,packet_loss_percent,network_metrics,150.171.27.11
,,5,2025-11-12T22:22:20.5198164Z,2025-11-12T23:22:20.5198164Z,2025-11-12T23:13:00Z,0,packet_loss_percent,network_metrics,150.171.27.11
,,5,2025-11-12T22:22:20.5198164Z,2025-11-12T23:22:20.5198164Z,2025-11-12T23:14:50Z,0,packet_loss_percent,network_metrics,150.171.27.11
,,5,2025-11-12T22:22:20.5198164Z,2025-11-12T23:22:20.5198164Z,2025-11-12T23:16:50Z,0,packet_loss_percent,network_metrics,150.171.27.11
,,6,2025-11-12T22:22:20.5198164Z,2025-11-12T23:22:20.5198164Z,2025-11-12T22:54:40Z,2.2803115844726562,bandwidth_mbps,network_metrics,8.8.8.8
,,6,2025-11-12T22:22:20.5198164Z,2025-11-12T23:22:20.5198164Z,2025-11-12T22:56:30Z,0.06093597412109375,bandwidth_mbps,network_metrics,8.8.8.8
,,6,2025-11-12T22:22:20.5198164Z,2025-11-12T23:22:20.5198164Z,2025-11-12T22:58:20Z,69.56855773925781,bandwidth_mbps,network_metrics,8.8.8.8
,,6,2025-11-12T22:22:20.5198164Z,2025-11-12T23:22:20.5198164Z,2025-11-12T23:00:20Z,4.103729248046875,bandwidth_mbps,network_metrics,8.8.8.8
,,6,2025-11-12T22:22:20.5198164Z,2025-11-12T23:22:20.5198164Z,2025-11-12T23:02:10Z,0.5947723388671875,bandwidth_mbps,network_metrics,8.8.8.8
,,6,2025-11-12T22:22:20.5198164Z,2025-11-12T23:22:20.5198164Z,2025-11-12T23:04:10Z,1.9981613159179688,bandwidth_mbps,network_metrics,8.8.8.8
,,6,2025-11-12T22:22:20.5198164Z,2025-11-12T23:22:20.5198164Z,2025-11-12T23:06:00Z,0.0034332275390625,bandwidth_mbps,network_metrics,8.8.8.8
,,6,2025-11-12T22:22:20.5198164Z,2025-11-12T23:22:20.5198164Z,2025-11-12T23:08:00Z,14.490501403808594,bandwidth_mbps,network_metrics,8.8.8.8
,,6,2025-11-12T22:22:20.5198164Z,2025-11-12T23:22:20.5198164Z,2025-11-12T23:09:50Z,16.045143127441406,bandwidth_mbps,network_metrics,8.8.8.8
,,6,2025-11-12T22:22:20.5198164Z,2025-11-12T23:22:20.5198164Z,2025-11-12T23:11:40Z,0.06494140625,bandwidth_mbps,network_metrics,8.8.8.8
,,6,2025-11-12T22:22:20.5198164Z,2025-11-12T23:22:20.5198164Z,2025-11-12T23:13:40Z,0.06084442138671875,bandwidth_mbps,network_metrics,8.8.8.8
,,6,2025-11-12T22:22:20.5198164Z,2025-11-12T23:22:20.5198164Z,2025-11-12T23:15:30Z,14.706031799316406,bandwidth_mbps,network_metrics,8.8.8.8
,,6,2025-11-12T22:22:20.5198164Z,2025-11-12T23:22:20.5198164Z,2025-11-12T23:17:30Z,0.08771514892578125,bandwidth_mbps,network_metrics,8.8.8.8
,,7,2025-11-12T22:22:20.5198164Z,2025-11-12T23:22:20.5198164Z,2025-11-12T22:54:40Z,26,latency_ms,network_metrics,8.8.8.8
,,7,2025-11-12T22:22:20.5198164Z,2025-11-12T23:22:20.5198164Z,2025-11-12T22:56:30Z,27,latency_ms,network_metrics,8.8.8.8
,,7,2025-11-12T22:22:20.5198164Z,2025-11-12T23:22:20.5198164Z,2025-11-12T22:58:20Z,32,latency_ms,network_metrics,8.8.8.8
,,7,2025-11-12T22:22:20.5198164Z,2025-11-12T23:22:20.5198164Z,2025-11-12T23:00:20Z,28,latency_ms,network_metrics,8.8.8.8
,,7,2025-11-12T22:22:20.5198164Z,2025-11-12T23:22:20.5198164Z,2025-11-12T23:02:10Z,30,latency_ms,network_metrics,8.8.8.8
,,7,2025-11-12T22:22:20.5198164Z,2025-11-12T23:22:20.5198164Z,2025-11-12T23:04:10Z,27,latency_ms,network_metrics,8.8.8.8
,,7,2025-11-12T22:22:20.5198164Z,2025-11-12T23:22:20.5198164Z,2025-11-12T23:06:00Z,27,latency_ms,network_metrics,8.8.8.8
,,7,2025-11-12T22:22:20.5198164Z,2025-11-12T23:22:20.5198164Z,2025-11-12T23:08:00Z,32,latency_ms,network_metrics,8.8.8.8
,,7,2025-11-12T22:22:20.5198164Z,2025-11-12T23:22:20.5198164Z,2025-11-12T23:09:50Z,26,latency_ms,network_metrics,8.8.8.8
,,7,2025-11-12T22:22:20.5198164Z,2025-11-12T23:22:20.5198164Z,2025-11-12T23:11:40Z,26,latency_ms,network_metrics,8.8.8.8
,,7,2025-11-12T22:22:20.5198164Z,2025-11-12T23:22:20.5198164Z,2025-11-12T23:13:40Z,27,latency_ms,network_metrics,8.8.8.8
,,7,2025-11-12T22:22:20.5198164Z,2025-11-12T23:22:20.5198164Z,2025-11-12T23:15:30Z,27,latency_ms,network_metrics,8.8.8.8
,,7,2025-11-12T22:22:20.5198164Z,2025-11-12T23:22:20.5198164Z,2025-11-12T23:17:30Z,27,latency_ms,network_metrics,8.8.8.8
,,8,2025-11-12T22:22:20.5198164Z,2025-11-12T23:22:20.5198164Z,2025-11-12T22:54:40Z,0,packet_loss_percent,network_metrics,8.8.8.8
,,8,2025-11-12T22:22:20.5198164Z,2025-11-12T23:22:20.5198164Z,2025-11-12T22:56:30Z,0,packet_loss_percent,network_metrics,8.8.8.8
,,8,2025-11-12T22:22:20.5198164Z,2025-11-12T23:22:20.5198164Z,2025-11-12T22:58:20Z,0,packet_loss_percent,network_metrics,8.8.8.8
,,8,2025-11-12T22:22:20.5198164Z,2025-11-12T23:22:20.5198164Z,2025-11-12T23:00:20Z,0,packet_loss_percent,network_metrics,8.8.8.8
,,8,2025-11-12T22:22:20.5198164Z,2025-11-12T23:22:20.5198164Z,2025-11-12T23:02:10Z,0,packet_loss_percent,network_metrics,8.8.8.8
,,8,2025-11-12T22:22:20.5198164Z,2025-11-12T23:22:20.5198164Z,2025-11-12T23:04:10Z,0,packet_loss_percent,network_metrics,8.8.8.8
,,8,2025-11-12T22:22:20.5198164Z,2025-11-12T23:22:20.5198164Z,2025-11-12T23:06:00Z,0,packet_loss_percent,network_metrics,8.8.8.8
,,8,2025-11-12T22:22:20.5198164Z,2025-11-12T23:22:20.5198164Z,2025-11-12T23:08:00Z,0,packet_loss_percent,network_metrics,8.8.8.8
,,8,2025-11-12T22:22:20.5198164Z,2025-11-12T23:22:20.5198164Z,2025-11-12T23:09:50Z,0,packet_loss_percent,network_metrics,8.8.8.8
,,8,2025-11-12T22:22:20.5198164Z,2025-11-12T23:22:20.5198164Z,2025-11-12T23:11:40Z,0,packet_loss_percent,network_metrics,8.8.8.8
,,8,2025-11-12T22:22:20.5198164Z,2025-11-12T23:22:20.5198164Z,2025-11-12T23:13:40Z,0,packet_loss_percent,network_metrics,8.8.8.8
,,8,2025-11-12T22:22:20.5198164Z,2025-11-12T23:22:20.5198164Z,2025-11-12T23:15:30Z,0,packet_loss_percent,network_metrics,8.8.8.8
,,8,2025-11-12T22:22:20.5198164Z,2025-11-12T23:22:20.5198164Z,2025-11-12T23:17:30Z,0,packet_loss_percent,network_metrics,8.8.8.8

